@timestamp,@version,AccessList,AccessMask,AccessReason,AccountName,AccountType,ActivityID,Application,AuthenticationPackageName,CallTrace,Category,Channel,Company,Consumer,CreationUtcTime,Description,DestAddress,DestPort,Destination,DestinationHostname,DestinationIp,DestinationIsIpv6,DestinationPort,DestinationPortName,Details,Device,Direction,DisabledPrivilegeList,Domain,ElevatedToken,EnabledPrivilegeList,EventCountTotal,EventID,EventIdx,EventNamespace,EventReceivedTime,EventTime,EventType,FileVersion,Filter,FilterRTID,GrantedAccess,GroupMembership,Hashes,Hostname,Image,ImageLoaded,ImpersonationLevel,Initiated,IpAddress,IpPort,KeyLength,Keywords,LayerName,LayerRTID,LmPackageName,LogonGuid,LogonProcessName,LogonType,Message,Name,ObjectServer,ObjectType,Opcode,OpcodeValue,Operation,OriginalFileName,PipeName,PrivilegeList,ProcessGuid,ProcessID,ProcessName,Product,Protocol,ProviderGuid,Query,QueryName,QueryResults,QueryStatus,RecordNumber,RelativeTargetName,RemoteMachineID,RemoteUserID,RestrictedAdminMode,Service,ServiceName,ServiceSid,Severity,SeverityValue,ShareLocalPath,ShareName,Signature,SignatureStatus,Signed,SourceAddress,SourceHostname,SourceImage,SourceIp,SourceIsIpv6,SourceModuleName,SourceModuleType,SourceName,SourcePort,SourcePortName,SourceProcessGUID,SourceProcessId,SourceThreadId,Status,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetFilename,TargetImage,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetObject,TargetOutboundDomainName,TargetOutboundUserName,TargetProcessGUID,TargetProcessId,TargetServerName,TargetUserName,TargetUserSid,Task,ThreadID,TicketEncryptionType,TicketOptions,TransmittedServices,Type,User,UserID,UtcTime,Version,VirtualAccount,WorkstationName,host,port,type
2019-12-05T04:47:36.046Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:36,2019-12-04 23:47:34,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:34.019
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 5432
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225506,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,5432,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:34.019,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:36.046Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:36,2019-12-04 23:47:34,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:34.019
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 5432
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225505,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,5432,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:34.019,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:36.045Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:36,2019-12-04 23:47:33,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:33.003
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 8312
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225503,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,8312,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:33.003,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:36.046Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:36,2019-12-04 23:47:33,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:33.003
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 8312
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225504,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,8312,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:33.003,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:36.047Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:36,2019-12-04 23:47:34,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:34.019
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 5432
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225508,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,5432,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:34.019,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:36.047Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:36,2019-12-04 23:47:34,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:34.019
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 5432
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225507,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,5432,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:34.019,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:38.062Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:38,2019-12-04 23:47:35,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:35.019
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 5432
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225510,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,5432,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:35.019,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:38.062Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:38,2019-12-04 23:47:35,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:35.019
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 5432
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225511,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,5432,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:35.019,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:38.063Z,1,,,,SYSTEM,User,,,,C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71,,Microsoft-Windows-Sysmon/Operational,,,,,,,,,,,,,,,,,NT AUTHORITY,,,,10,,,2019-12-04 23:47:38,2019-12-04 23:47:36,INFO,,,,0x1000,,,HR001.shire.com,,,,,,,,-9223372036854775808,,,,,,,"Process accessed:
RuleName: 
UtcTime: 2019-12-05 04:47:36.035
SourceProcessGUID: {a158f72c-4a94-5de8-0000-001033890000}
SourceProcessId: 968
SourceThreadId: 8312
SourceImage: C:\Windows\system32\svchost.exe
TargetProcessGUID: {a158f72c-4a97-5de8-0000-00105c300200}
TargetProcessId: 3236
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x1000
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9c524|C:\Windows\SYSTEM32\psmserviceexthost.dll+222a3|C:\Windows\SYSTEM32\psmserviceexthost.dll+1a172|C:\Windows\SYSTEM32\psmserviceexthost.dll+19e3b|C:\Windows\SYSTEM32\psmserviceexthost.dll+19318|C:\Windows\SYSTEM32\ntdll.dll+3082d|C:\Windows\SYSTEM32\ntdll.dll+345c4|C:\Windows\System32\KERNEL32.DLL+17944|C:\Windows\SYSTEM32\ntdll.dll+6ce71",,,,,0,,,,,,3144,,,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,225513,,,,,,,,INFO,2,,,,,,,,C:\Windows\system32\svchost.exe,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,{a158f72c-4a94-5de8-0000-001033890000},968,8312,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,{a158f72c-4a97-5de8-0000-00105c300200},3236,,,,10,4584,,,,,,S-1-5-18,2019-12-05 04:47:36.035,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
2019-12-05T04:47:38.065Z,1,,,,SYSTEM,User,,,,,,Microsoft-Windows-Sysmon/Operational,Microsoft Corporation,,,Network List Manager Proxy,,,,,,,,,,,,,NT AUTHORITY,,,,7,,,2019-12-04 23:47:38,2019-12-04 23:47:37,INFO,10.0.18362.1 (WinBuild.160101.0800),,,,,"SHA1=482A6EE89FB6BC005736A7E8587B75D0D4CE556D,MD5=6F282FC01643B8320F44149FD429F46B,SHA256=F70AEF15A81547DD078E09BE0214116C7529F2DE6500BB1EDF8FB738EC02C98B,IMPHASH=48DEBE1B69F6FE17C14E3502DC3A16A1",ACCT001.shire.com,C:\Windows\System32\svchost.exe,C:\Windows\System32\npmproxy.dll,,,,,,-9223372036854775808,,,,,,,"Image loaded:
RuleName: 
UtcTime: 2019-12-05 04:47:37.394
ProcessGuid: {a158f72c-4aa1-5de8-0000-00100ec60500}
ProcessId: 5064
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\npmproxy.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Network List Manager Proxy
Product: MicrosoftÂ® WindowsÂ® Operating System
Company: Microsoft Corporation
OriginalFileName: npfproxy.dll
Hashes: SHA1=482A6EE89FB6BC005736A7E8587B75D0D4CE556D,MD5=6F282FC01643B8320F44149FD429F46B,SHA256=F70AEF15A81547DD078E09BE0214116C7529F2DE6500BB1EDF8FB738EC02C98B,IMPHASH=48DEBE1B69F6FE17C14E3502DC3A16A1
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",,,,,0,,npfproxy.dll,,,{a158f72c-4aa1-5de8-0000-00100ec60500},3148,,MicrosoftÂ® WindowsÂ® Operating System,,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},,,,,156085,,,,,,,,INFO,2,,,Microsoft Windows,Valid,true,,,,,,eventlog,im_msvistalog,Microsoft-Windows-Sysmon,,,,,,,,,,,,,,,,,,,,,,,,,,7,4772,,,,,,S-1-5-18,2019-12-05 04:47:37.394,3,,,ip-172-18-39-102.ec2.internal,49730,nxlog-mordor
